,User_ID,Game_id,Game_name,Rating
55163,56038151,107100,Bastion,1.033133916244826
7927,179936723,242760,The Forest,1.0257196790939127
11950,161366228,440,Team Fortress 2,1.0010180033430438
43900,164318687,70000,Dino DDay,1.053625837903716
5046,135400225,34330,Total War SHOGUN 2,1.0186276686863578
57155,65398650,630,Alien Swarm,1.0664451827242614
42378,176677454,570,Dota 2,1.0010757019108016
15304,110546832,8930,Sid Meiers Civilization V,1.1054804936421387
41687,193056678,570,Dota 2,1.0039079761463214
5479,58930204,10500,Total War EMPIRE Definitive Edition,1.0008749280799614
13266,49893565,211820,Starbound,3.3513815561293305
41365,63098418,570,Dota 2,1.0061543188107485
18393,123904490,301520,Robocraft,1.0035617703317783
1260,31849177,15620,Warhammer 40000 Dawn of War II,3.542434888650156
46466,13873032,240,CounterStrike Source,1.705382745861328
33518,170491009,4000,Garrys Mod,1.542202862526723
50455,190191843,219640,Chivalry Medieval Warfare,1.073251942286348
35230,216785107,13520,Far Cry,1.7914055505819158
52366,59099129,42700,Call of Duty Black Ops,1.5268190575866405
41331,163769277,570,Dota 2,1.0064770293839884
36956,159371621,227300,Euro Truck Simulator 2,1.60601364347092
42904,207365563,570,Dota 2,1.0001666523036237
14048,92593907,213670,South Park The Stick of Truth,3.3001743102722854
20859,15305418,254440,Pool Nation,1.295454545454545
55481,156675178,63710,BITTRIP RUNNER,1.6195652173913038
7174,80128229,207610,The Walking Dead,1.5122107594567815
42216,173249224,570,Dota 2,1.0013694826220385
24183,157080495,237110,Mortal Kombat Komplete Edition,1.233179793098239
50063,82174211,363970,Clicker Heroes,1.0903736454001596
27432,48634782,500,Left 4 Dead,1.0012009376551712
3489,217574533,304930,Unturned,1.0954250639894705
29776,224070533,227940,Heroes Generals,1.3508410365206838
15651,18149166,3900,Sid Meiers Civilization IV,1.0187451184587353
47634,285860790,730,CounterStrike Global Offensive,1.6544640234766623
33913,86912006,4000,Garrys Mod,1.0072156427412078
31181,107984181,220,HalfLife 2,1.509353801375489
19104,203117866,211500,RaceRoom Racing Experience,2.2786421499292797
6454,55367062,206440,To the Moon,1.035856573705181
47688,176223416,730,CounterStrike Global Offensive,1.5044880032815775
53104,252345719,291550,Brawlhalla,1.0069777583951156
27893,40212239,102500,Kingdoms of Amalur Reckoning,1.0700744752877451
7519,128925610,250600,The Plan,2.6
30944,61189155,320,HalfLife 2 Deathmatch,1.0262867300492884
8583,86055705,72850,The Elder Scrolls V Skyrim,1.02938102083107
402,8585433,200510,XCOM Enemy Unknown,1.0663712789594708
46986,197904909,240,CounterStrike Source,1.0010366846906869
603,40837142,22600,Worms Reloaded,1.0764262648008622
56453,53901705,336510,Anno Online,5.0
37302,197190654,359320,Elite Dangerous,1.0136824530683723
2385,160640171,236390,War Thunder,1.0030872781888038
2824,101695880,70300,VVVVVV,1.1158878504672902
54793,131348564,238460,BattleBlock Theater,2.971551861914656
50693,182295415,227860,Castle Story,1.0402193784277878
36891,72523666,236850,Europa Universalis IV,1.002090378112514
47795,134224287,730,CounterStrike Global Offensive,1.2964647447297084
52263,77980915,42700,Call of Duty Black Ops,2.956090483099832
30292,135879753,50,HalfLife Opposing Force,1.0583430571761938
13463,50744279,282590,Star Ruler 2,1.353383458646617
43062,190650796,348360,Doodle God,5.0
52384,55763300,42700,Call of Duty Black Ops,1.449751433124804
47357,150995572,730,CounterStrike Global Offensive,3.311648236709797
31143,30500254,220,HalfLife 2,1.878623571110015
5795,72842694,200710,Torchlight II,1.0327340791363762
40743,246439849,570,Dota 2,1.0138789994260875
24116,149143479,307780,Mortal Kombat X,2.901543435587544
10508,101687527,440,Team Fortress 2,1.127119136908202
9725,255007865,380840,Teeworlds,1.4692082111436964
9844,82212295,440,Team Fortress 2,2.8468768659316077
26416,48525807,207170,Legend of Grimrock,1.0244081034903578
26439,12195913,550,Left 4 Dead 2,5.0
370,48984158,200510,XCOM Enemy Unknown,1.2796741206585145
50330,131444737,219640,Chivalry Medieval Warfare,3.5702754515185147
36598,13565651,21100,FEAR 3,1.03411306042885
32221,102825821,271590,Grand Theft Auto V,1.1978855846005736
839,48798067,201810,Wolfenstein The New Order,1.012433840208352
52676,71335402,7940,Call of Duty 4 Modern Warfare,3.071580323582285
17346,127272741,34270,SEGA Mega Drive and Genesis Classics,1.1539777587681783
57785,59115473,346110,ARK Survival Evolved,1.0568818003251672
8718,49342564,72850,The Elder Scrolls V Skyrim,1.0009592420858997
25519,30913209,42910,Magicka,1.2009932807478831
36876,57974873,236850,Europa Universalis IV,1.0442668306178935
45,77194239,331440,bit Dungeon II,2.7523809523809524
17652,108264287,285310,RollerCoaster Tycoon Deluxe,1.9522006625650723
58039,116876958,307570,A Golden Wake,5.0
36736,70165453,208500,F1 2012,1.8653931585961796
40045,45292137,570,Dota 2,1.0382941730979525
55032,26762388,57400,Batman Arkham City,3.071406774488862
41797,245353969,570,Dota 2,1.0031888042249024
58178,43684632,251570,7 Days to Die,1.039258986627409
27416,148674157,500,Left 4 Dead,1.0082218039469306
3095,282464648,304930,Unturned,1.7934196466290655
40760,296141368,570,Dota 2,1.0135791067721742
13188,56436989,241540,State of Decay,1.7692138052707025
15809,84455820,305640,Shattered Planet,5.0
1279,45411694,15620,Warhammer 40000 Dawn of War II,2.3043755988502084
52874,43955374,12200,Bully Scholarship Edition,1.0017006802721085
16819,118852041,55230,Saints Row The Third,1.0079126380169976
45398,65315657,262060,Darkest Dungeon,2.1841802124664027
22462,159922493,218620,PAYDAY 2,1.0002447256523477
42219,259057827,570,Dota 2,1.0013694826220385
20994,12144171,218230,PlanetSide 2,2.283202718079396
17102,24366790,208580,STAR WARS Knights of the Old Republic II The Sith Lords,1.0074825243674317
27875,46637811,102500,Kingdoms of Amalur Reckoning,1.740013540961408
37578,47384202,236090,Dust An Elysian Tail,1.414779499404053
647,44472980,217200,Worms Armageddon,1.0913461538461535
30276,54637394,50,HalfLife Opposing Force,1.623103850641772
55133,117531196,107100,Bastion,1.3344071176560846
34655,260118401,388090,Five Nights at Freddys 4,1.1621621621621614
35451,87601770,22380,Fallout New Vegas,1.632081386647252
33891,239511574,4000,Garrys Mod,1.0105861603650337
18178,174923254,301520,Robocraft,1.153288041685908
28504,156071982,8190,Just Cause 2,1.4359219088937092
12566,49312497,9350,Supreme Commander,1.107373428474347
26368,47384303,246760,Legends of Eisenwald,5.0
37751,163432200,236110,Dungeon Defenders II,1.2002134471718249
13059,143877335,313120,Stranded Deep,2.692307692307692
13803,62990992,253650,Sparkle 2 Evo,2.1862068965517247
317,45592640,200510,XCOM Enemy Unknown,2.265108301607307
15580,2259650,16810,Sid Meiers Civilization IV Colonization,1.0355871886120989
33478,124725852,4000,Garrys Mod,1.752558556710571
48087,131348564,730,CounterStrike Global Offensive,1.067026962719146
44118,73094226,270170,Depression Quest,1.1935483870967745
19141,123734483,211500,RaceRoom Racing Experience,1.044130127298445
2882,201816765,304930,Unturned,3.8449591212942034
31498,65909415,214830,Half Minute Hero Super Mega Neo Climax Ultimate Boy,1.3501683501683504
21361,17995238,291650,Pillars of Eternity,1.1121323529411762
8052,254692357,298630,The Escapists,1.602910602910602
30373,10934310,340,HalfLife 2 Lost Coast,3.297180043383949
20344,89422440,620,Portal 2,1.0404075857454655
12141,8585433,259680,Tales of MajEyal,5.0
47648,1423371,730,CounterStrike Global Offensive,1.6104328881475318
30939,93413084,320,HalfLife 2 Deathmatch,1.0262867300492884
30301,161139120,360,HalfLife Deathmatch Source,2.485714285714285
45030,37829487,300,Day of Defeat Source,1.4721194967254112
43722,257256783,333930,Dirty Bomb,1.224124289721645
4052,188450158,45760,Ultra Street Fighter IV,3.592070122577552
31095,15382030,220,HalfLife 2,2.5812970917541014
47934,298715051,730,CounterStrike Global Offensive,1.153887144965664
39007,175033323,570,Dota 2,1.351076506649891
28762,85673716,115120,Iron Brigade,2.0341463414634147
49168,28453352,10,CounterStrike,1.0470158519481831
16033,104038561,41014,Serious Sam HD The Second Encounter,4.560890530419616
8789,59332369,67370,The Darkness II,1.0634668782229286
3051,150995572,304930,Unturned,2.008772147809456
53592,37723786,49520,Borderlands 2,1.022110561631203
26973,149840320,550,Left 4 Dead 2,1.066613685272657
19985,85458882,620,Portal 2,3.674578539228482
4356,281864662,304050,Trove,1.0196745807736978
28325,50818751,28000,Kane Lynch 2 Dog Days,2.419664268585132
34726,127072755,319510,Five Nights at Freddys,1.0889830508474572
14911,105503045,42670,Singularity,1.0937114673242905
13864,92914917,214730,Space Rangers HD A War Apart,1.3719512195121952
30260,89005236,50,HalfLife Opposing Force,3.772462077012835
22129,231026651,218620,PAYDAY 2,2.483404541700231
22977,10450544,264200,One Finger Death Punch,1.4084350721420655
13820,9823354,92800,SpaceChem,1.7552249380092095
31098,61428062,220,HalfLife 2,2.528530854634649
14065,10450544,213670,South Park The Stick of Truth,2.320430366051573
43489,92393218,205100,Dishonored,4.5665329674196045
27357,83168693,500,Left 4 Dead,1.0949202646681857
30512,39324546,340,HalfLife 2 Lost Coast,1.195227765726679
5638,137755956,200710,Torchlight II,3.4927233418941075
52156,117663927,202970,Call of Duty Black Ops II,1.1233715935497477
12973,7907686,288370,Strike Suit Zero Directors Cut,5.0
34397,32847394,33460,From Dust,2.429373246024322
34510,65398650,339610,Freestyle 2 Street Basketball,1.079263670817539
35509,95996939,22380,Fallout New Vegas,1.3284320665547562
39793,254101561,570,Dota 2,1.05960203511392
51329,59382844,10180,Call of Duty Modern Warfare 2,4.11304701522155
20325,170485590,620,Portal 2,1.0739708898662936
18746,24469287,319560,Reprisal Universe,1.1081081081081083
24805,83975567,286690,Metro 2033 Redux,1.7171595031329003
52790,82385352,24740,Burnout Paradise The Ultimate Box,1.8517973512718096
7804,118838369,260430,The Four Kings Casino and Slots,2.277310924369748
49406,6144819,10,CounterStrike,1.0013257749266198
46559,29052354,240,CounterStrike Source,1.2688094259202396
15403,107124497,8930,Sid Meiers Civilization V,1.0243314803553931
55043,79073449,57400,Batman Arkham City,1.462618248397925
24126,99264709,307780,Mortal Kombat X,1.3788922674261954
48056,206210282,730,CounterStrike Global Offensive,1.077746617112532
46365,63702300,240,CounterStrike Source,3.880172364442548
54968,194641575,209000,Batman Arkham Origins,1.1192745158315391
6775,33013552,250320,The Wolf Among Us,1.9543473273686625
2605,199603191,212160,Vindictus,1.116597263533612
56687,88525821,57300,Amnesia The Dark Descent,1.0271635033954376
29879,100719181,227940,Heroes Generals,1.0768601303227738
13891,30246419,107200,Space Pirates and Zombies,1.0238693467336706
58247,92914917,375460,16bit Trader,2.8876404494382024
22929,164820245,298260,Only If,2.2651757188498407
2888,219551734,304930,Unturned,3.7035610447056495
22456,205285563,218620,PAYDAY 2,1.0005506327177818
56959,50818751,630,Alien Swarm,3.4547508305647843
48799,6979578,80,CounterStrike Condition Zero,1.036519203651919
49497,218354629,10,CounterStrike,1.0000655439289603
27263,29753085,500,Left 4 Dead,2.144077876187948
43423,16154372,220440,DmC Devil May Cry,1.0202650038971166
30789,81170946,380,HalfLife 2 Episode One,1.14410997866793
56388,44472980,219890,Antichamber,1.2266857962697264
55156,72978546,107100,Bastion,1.079153244362634
11841,34919318,440,Team Fortress 2,1.0017550193380154
35603,57603447,22380,Fallout New Vegas,1.0985377100904112
9096,23492094,113200,The Binding of Isaac,1.0519594730767117
16043,135475055,41014,Serious Sam HD The Second Encounter,2.9029444957422803
4834,12610800,34330,Total War SHOGUN 2,2.236049868350092
3544,185710844,304930,Unturned,1.0660520364802135
16219,38323067,41070,Serious Sam 3 BFE,1.503367759317468
22925,88410966,298260,Only If,2.891373801916933
55457,102268574,302830,BLOCKADE 3D,1.0146627565982396
23683,170377069,295790,Never Alone Kisima Ingitchuna,5.0
43925,27403206,310560,DiRT Rally,1.1454928835002631
40720,172318605,570,Dota 2,1.0141662607318036
28601,95279056,8190,Just Cause 2,1.0163123644251648
29030,5990132,300570,Infinifactory,5.0
1408,49893565,4570,Warhammer 40000 Dawn of War Game of the Year Edition,1.091816367265468
36368,165239864,292140,FINAL FANTASY XIII2,1.5901639344262295
5085,40212239,201270,Total War SHOGUN 2,1.0046442280239831
7940,80098179,242760,The Forest,1.0018876828692784
11954,89527544,440,Team Fortress 2,1.0010180033430438
55713,117022366,201870,Assassins Creed Revelations,1.3744651122172735
26687,151397156,550,Left 4 Dead 2,1.47489187926195
30614,229911,420,HalfLife 2 Episode Two,1.6277450455275837
27563,65958466,48000,LIMBO,1.6966475878986085
5839,35039277,41500,Torchlight,3.1739593818461724
37393,71331921,232050,Eador Masters of the Broken World,1.003717472118959
56115,34281672,33930,Arma 2 Operation Arrowhead,1.001580025155662
2337,31669242,236390,War Thunder,1.016660176892699
47722,213231597,730,CounterStrike Global Offensive,1.428260726780174
34259,17567828,44350,GRID 2,1.1068022886204676
22646,232207754,263980,Out There Somewhere,1.0305343511450378
36232,204401529,288470,Fable Anniversary,1.0272108843537424
19628,53875128,3830,Psychonauts,1.0387811634349022
46408,29753085,240,CounterStrike Source,2.413992120780012
16976,47284807,9480,Saints Row 2,1.940003883243802
53448,6144819,49520,Borderlands 2,1.3634919864654402
38422,190003864,570,Dota 2,2.8199515404438427
29065,47457723,23400,Imperium Romanum Gold Edition,1.1927710843373496
21287,143877335,284950,Pixel Puzzles Japan,1.4987277353689563
57672,11940338,320140,Absolute Drift,5.0
16466,142793906,210770,Sanctum 2,1.414473684210526
30765,16154372,380,HalfLife 2 Episode One,1.490163545863949
48550,40212239,730,CounterStrike Global Offensive,1.000814198027331
41373,242242432,570,Dota 2,1.0058462768999372
51538,17995238,10180,Call of Duty Modern Warfare 2,1.3244763087591531
32847,156426681,12220,Grand Theft Auto Episodes from Liberty City,3.368919569754375
37397,138941587,91700,EYE Divine Cybermancy,3.4306049822064058
25277,42771635,214560,Mark of the Ninja,2.918415468049989
16284,68532738,253940,Septerra Core,5.0
4330,246925775,304050,Trove,1.036692678067407
54460,216785107,346010,Besiege,2.388942154042825
208,33865373,286100,You Have to Win the Game,2.3095238095238093
7050,255010251,310370,The Way of Life Free Edition,3.580645161290323
38018,281864662,263500,Dragons and Titans,1.021887824897401
43074,157338877,322330,Dont Starve Together,3.340469511294848
47864,80511960,730,CounterStrike Global Offensive,1.215466292573446
4169,46637811,304050,Trove,3.78797941225303
14601,99264709,227100,Sniper Elite Nazi Zombie Army,1.4713692946058092
34444,81585721,33460,From Dust,1.0205799812909229
23080,251635136,224480,Octodad Dadliest Catch,2.128205128205128
5006,79163006,34330,Total War SHOGUN 2,1.0591314278463364
36731,133422169,226580,F1 2014,1.0216802168021686
40648,46534663,570,Dota 2,1.0157993718145302
21897,51382080,24240,PAYDAY The Heist,2.912813738441216
24453,21539893,17410,Mirrors Edge,1.0404949381327322
4893,46252394,201270,Total War SHOGUN 2,1.527741648954732
2802,58345543,70300,VVVVVV,3.732710280373832
19732,14465359,234630,Project CARS,1.0507225007372458
23745,32710856,4920,Natural Selection 2,1.262515506823001
43427,36546868,220440,DmC Devil May Cry,1.0046765393608736
25269,34177747,214560,Mark of the Ninja,4.3869370431502
39209,236023531,570,Dota 2,1.205905644236445
37632,115567288,206480,Dungeons Dragons Online,2.7375565610859725
26749,87832209,550,Left 4 Dead 2,1.331175383296571
48874,173382820,80,CounterStrike Condition Zero,1.0092254009225354
7872,96556535,242760,The Forest,1.6175082586125522
937,48525807,243470,WatchDogs,2.0948081264108347
6322,79715089,15300,Tom Clancys Ghost Recon,1.077861258729866
49363,27925556,10,CounterStrike,1.0028124304061294
12155,59925638,330830,Tales from the Borderlands,1.3233256351039255
33177,175447188,224500,Gnomoria,1.0169431697846796
44335,49462664,18500,Defense Grid The Awakening,1.0269912675310922
33831,45617627,4000,Garrys Mod,1.0269480526009809
3016,276567244,304930,Unturned,2.2103078949330413
6956,36404933,20920,The Witcher 2 Assassins of Kings Enhanced Edition,1.204160648987493
19312,99374297,39120,RIFT,1.036099691675231
57626,309404240,346900,AdVenture Capitalist,1.0063285923826149
9721,192772707,380840,Teeworlds,1.9853372434017604
50948,26729643,95300,Capsized,2.314285714285715
56849,189858084,259170,Alone in the Dark,5.0
2705,136137921,242860,Verdun,1.0164473684210529
29781,101000574,227940,Heroes Generals,1.3201697226852538
13975,83671083,244850,Space Engineers,1.0789774126390723
27384,44482198,500,Left 4 Dead,1.0421713876603684
6905,17530772,20920,The Witcher 2 Assassins of Kings Enhanced Edition,2.3438220200964874
3476,178605069,304930,Unturned,1.1045699659551245
57971,202140438,113400,APB Reloaded,1.0038106785606025
13572,166907146,99900,Spiral Knights,1.29601389418393
9530,33865373,105600,Terraria,1.0538999325583132
2874,112845094,304930,Unturned,4.179940856340549
39545,247032504,570,Dota 2,1.0957684372353391
38963,206849672,570,Dota 2,1.397718778516028
8465,92663477,72850,The Elder Scrolls V Skyrim,1.1484173210907709
4260,29706117,304050,Trove,1.1578947368421044
23188,244445520,311400,OCEAN CITY RACING,5.0
30657,86481908,420,HalfLife 2 Episode Two,1.020710587395107
4865,70778973,201270,Total War SHOGUN 2,1.8033499349681184
36895,101695880,236850,Europa Universalis IV,1.001352597602216
36340,115671217,212680,FTL Faster Than Light,1.0516452197944566
13985,47457723,244850,Space Engineers,1.036802399767187
51186,58411748,115300,Call of Duty Modern Warfare 3,1.6271584980527538
26561,170485590,550,Left 4 Dead 2,2.0143496236237475
19510,155042139,282440,Quake Live,1.2444049733570148
23009,9128105,200390,Oil Rush,2.2149532710280373
51071,55334302,10090,Call of Duty World at War,1.3949680665763493
8348,122492047,72850,The Elder Scrolls V Skyrim,1.473431110195758
10661,156778965,440,Team Fortress 2,1.0811431578717
38214,102376253,570,Dota 2,4.687960878677327
9730,182851135,380840,Teeworlds,1.1876832844574796
54118,95279056,8870,BioShock Infinite,1.6077363042476498
24186,133024750,237110,Mortal Kombat Komplete Edition,1.1848523748395363
479,65895047,2810,X3 Reunion,5.0
22128,110906645,218620,PAYDAY 2,2.5021668417134872
217,93275329,286100,You Have to Win the Game,1.095238095238095
50889,51822361,293260,Card Hunter,4.042876901798064
37907,61506388,65800,Dungeon Defenders,1.0014674283318512
42061,125017535,570,Dota 2,1.0018999992461994
35060,34177747,220240,Far Cry 3,3.320724980299449
6637,81439192,211600,Thief Gold,5.0
1706,103445207,230410,Warframe,1.0789965502722114
51296,47063596,115300,Call of Duty Modern Warfare 3,1.0078624439708967
1277,45353031,15620,Warhammer 40000 Dawn of War II,2.398449522371593
19111,100096071,211500,RaceRoom Racing Experience,1.611032531824612
37258,135244036,237310,Elsword,1.2171518489378448
1895,184385867,230410,Warframe,1.0018910713362343
40958,143588434,570,Dota 2,1.01030962490396
15034,156965566,8930,Sid Meiers Civilization V,2.4772117774462963
9515,113752996,105600,Terraria,1.074038955922518
24878,152959594,286690,Metro 2033 Redux,1.093437396944049
28783,155919035,214970,Intrusion 2,2.3695652173913047
10145,104038561,440,Team Fortress 2,1.4166052006842724
18041,80128229,301520,Robocraft,2.3449420662665177
48240,48175931,730,CounterStrike Global Offensive,1.0259898950217363
15788,10253354,11040,Sherlock Holmes Nemesis,2.730994152046784
8648,183315077,72850,The Elder Scrolls V Skyrim,1.0092369370271674
31161,15564408,220,HalfLife 2,1.681172687369434
4619,101602586,237930,Transistor,2.7418032786885247
22039,145606876,24240,PAYDAY The Heist,1.0364597093791257
24165,114617787,237110,Mortal Kombat Komplete Edition,1.714037604772332
29849,158476996,227940,Heroes Generals,1.1155326564630972
22177,90272527,218620,PAYDAY 2,1.8367170053737676
19274,73835640,39120,RIFT,1.8422404933196304
26587,61189155,550,Left 4 Dead 2,1.8658826610946877
33612,108264287,4000,Garrys Mod,1.2664478645679358
35916,64787956,377160,Fallout 4,1.5365889917121942
55228,96014467,242920,Banished,1.2427974154313937
1348,17995238,15620,Warhammer 40000 Dawn of War II,1.0300804273975783
40924,79715089,570,Dota 2,1.010771280307336
16539,54637394,31220,Sam Max 301 The Penal Zone,5.0
32303,10599862,271590,Grand Theft Auto V,1.0042689062452368
9050,120421832,113200,The Binding of Isaac,1.2880123119766953
33634,44866715,4000,Garrys Mod,1.214884575859776
22565,71390526,238320,Outlast,3.2653755561371365
4392,131785763,304050,Trove,1.0034036194587386
36837,148322156,331470,Everlasting Summer,1.004046535154274
42577,302813048,570,Dota 2,1.00055455693205
42298,190961031,570,Dota 2,1.0010757019108016
56998,41846650,630,Alien Swarm,2.238803986710964
11020,186310598,440,Team Fortress 2,1.0293355397749653
25553,76892907,42910,Magicka,1.0627130197682355
54316,17017968,7670,BioShock,2.322071244950422
48310,173249224,730,CounterStrike Global Offensive,1.0154685232529692
52033,95380196,202990,Call of Duty Black Ops II,2.8621223857474822
44624,131940023,383150,Dead Island Definitive Edition,1.9687331536388148
23240,152956403,224260,No More Room in Hell,4.339993944898577
25126,150033540,220860,McPixel,1.0541586073500957
5259,218354629,214950,Total War ROME II Emperor Edition,1.006088309201866
57889,148467772,113400,APB Reloaded,1.123673840557743
44617,29302014,383150,Dead Island Definitive Edition,2.37789757412399
8045,197966478,298630,The Escapists,2.1417879417879413
56477,42005897,48240,Anno 2070,1.8753476299363452
20832,229911,400,Portal,1.0014017872787848
10512,93275329,440,Team Fortress 2,1.125260474695876
43966,45592640,6920,Deus Ex Invisible War,5.0
18641,14962163,274560,Revolution Ace,1.0736196319018405
28269,73495968,220200,Kerbal Space Program,1.100777954822382
42324,229643946,570,Dota 2,1.0010757019108016
30802,39322716,380,HalfLife 2 Episode One,1.038397724579283
42232,302918609,570,Dota 2,1.0013694826220385
8763,50818751,67370,The Darkness II,3.587861959539865
19492,36546868,282440,Quake Live,1.7417406749555937
56656,241230534,57300,Amnesia The Dark Descent,1.170642521330315
35484,42657809,22490,Fallout New Vegas,1.490504216977127
3651,203800963,304930,Unturned,1.032081707711053
22041,296283194,24240,PAYDAY The Heist,1.0364597093791257
5287,46055854,10500,Total War EMPIRE Definitive Edition,3.682852836145942
32,155919035,206690,iBomber Defense Pacific,1.2234636871508373
39141,298449280,570,Dota 2,1.244427181601908
29064,74855005,23400,Imperium Romanum Gold Edition,1.465863453815261
4071,79073449,45760,Ultra Street Fighter IV,1.0898445524892135
41634,167206594,570,Dota 2,1.0042665434499147
18942,85959768,55110,Red Faction Armageddon,1.0085136573252913
50322,75232211,318310,Choice of the Deathless,5.0
17831,82263745,252950,Rocket League,2.3277800490596907
54955,28472068,209000,Batman Arkham Origins,1.3447074495337628
54958,57603447,209000,Batman Arkham Origins,1.276667691361819
36319,86055705,212680,FTL Faster Than Light,1.1803264530615785
30221,124437057,280,HalfLife Source,3.9898989898989896
35398,74521316,22490,Fallout New Vegas,2.03955396449784
45610,21061921,24200,DC Universe Online,1.3175390934177602
14007,165755355,244850,Space Engineers,1.0042980904837586
14670,68325099,3700,Sniper Elite,1.1003369524522657
367,36557643,200510,XCOM Enemy Unknown,1.3243720845623097
46014,95531306,17300,Crysis,2.373322809786898
13347,27403206,211820,Starbound,1.0866314694207873
56946,54761333,630,Alien Swarm,4.19468438538206
12361,222050169,355840,Survarium,1.1103537812398594
28496,88199811,8190,Just Cause 2,1.5406218365871296
48219,153144971,730,CounterStrike Global Offensive,1.029856406201778
21285,170068207,284950,Pixel Puzzles Japan,2.465648854961832
57394,86540,108710,Alan Wake,1.004210526315794
25364,103731895,216150,MapleStory,1.0031065548306923
37044,62990992,227300,Euro Truck Simulator 2,1.0139478891364164
11811,276090576,440,Team Fortress 2,1.0024920353330011
30668,217680215,420,HalfLife 2 Episode Two,1.005713265488304
18682,150033540,222730,Reus,1.5414103170847129
13053,57905818,21660,Street Fighter IV,1.0468140442132636
6603,47384202,282070,This War of Mine,1.6868854729261882
2976,130201800,304930,Unturned,2.505529186650437
11988,22605909,440,Team Fortress 2,1.000506698496516
8315,124400480,72850,The Elder Scrolls V Skyrim,1.6076121502116698
39102,149741997,570,Dota 2,1.2714012219403226
38503,81258000,570,Dota 2,2.436313047999326
7062,184594362,310370,The Way of Life Free Edition,1.3870967741935498
35834,183337134,377160,Fallout 4,4.111012004311146
9155,17530772,113200,The Binding of Isaac,1.000952712482364
17042,87694960,225640,Sacred 2 Gold,5.0
9,94269421,387860,the static speaks my name,2.2
36846,180206904,299250,European Ship Simulator,5.0
26640,39622853,550,Left 4 Dead 2,1.6303833412210098
46396,53621752,240,CounterStrike Source,2.6721224453684864
42779,196707355,570,Dota 2,1.0003475658067795
37976,147602462,237850,Dreamfall Chapters,1.7196652719665275
29415,54291917,55100,Homefront,1.804916593503073
57279,58345543,22650,Alien Breed 2 Assault,1.0555555555555554
23108,145512685,104900,ORION Prelude,4.489069024809629
5776,7431946,200710,Torchlight II,1.0748124610049468
31378,12130111,70,HalfLife,5.0
35714,45617627,22490,Fallout New Vegas,1.0160184454826804
34593,48798067,35070,Floras Fruit Farm,5.0
21611,128925610,238960,Path of Exile,1.0090323594093635
40739,130440628,570,Dota 2,1.0138789994260875
30329,15196746,130,HalfLife Blue Shift,2.05284147557328
42784,189246258,570,Dota 2,1.0003475658067795
40164,88775181,570,Dota 2,1.031659863055808
56761,168539881,203290,Americas Army Proving Grounds,1.015371716042481
37549,60210313,213650,Dwarfs F2P,1.123348017621145
57396,123625432,108710,Alan Wake,1.001148325358856
1893,172771532,230410,Warframe,1.0018910713362343
48237,252694471,730,CounterStrike Global Offensive,1.026519061776184
5753,198735293,200710,Torchlight II,1.1679652925898512
680,204477246,262410,World of Guns Gun Disassembly,1.3239012642986157
7852,90272527,242760,The Forest,2.18475696083058
3764,301004831,304930,Unturned,1.0136925026714056
30380,40280688,340,HalfLife 2 Lost Coast,3.1453362255965303
22736,62878249,201790,Orcs Must Die 2,3.617703389124823
31866,170068207,252150,Grimm,1.75
10804,81139130,440,Team Fortress 2,1.053346138986241
53117,81943620,26800,Braid,2.4337662337662334
42564,207641091,570,Dota 2,1.00055455693205
14676,30912860,204220,Snapshot,5.0
41225,117402082,570,Dota 2,1.0072622102862785
14521,131227682,63380,Sniper Elite V2,1.0721638314010198
7572,52321307,212500,The Lord of the Rings Online,3.4508908849948465
671,213737989,262410,World of Guns Gun Disassembly,1.4262492474413002
7905,55426012,242760,The Forest,1.1420481359131671
12503,64582313,40100,Supreme Commander 2,5.0
9344,44472980,105600,Terraria,1.9919670937973677
1577,92436417,230410,Warframe,1.482755054552976
41699,180534642,570,Dota 2,1.003559595413842
48019,302437973,730,CounterStrike Global Offensive,1.0964967178029252
37692,64973908,39190,Dungeon Siege,5.0
36888,58431944,236850,Europa Universalis IV,1.0067629880110696
52714,37422528,7940,Call of Duty 4 Modern Warfare,1.0519692760254964
18459,71527252,248820,Risk of Rain,1.3606517803258904
49624,11373749,238430,Contagion,1.4924924924924934
33684,109669093,4000,Garrys Mod,1.1403953319537652
45758,60608576,236430,DARK SOULS II,3.1458878233071776
55781,44482198,107410,Arma 3,2.00295564045112
4066,17495098,45760,Ultra Street Fighter IV,1.1616106279531595
49296,20207081,10,CounterStrike,1.00785335439677
3799,187545648,304930,Unturned,1.0102134638801292
5869,9563573,41500,Torchlight,1.368997572384393
43872,107567915,70000,Dino DDay,1.514320536258377
12669,243664576,40800,Super Meat Boy,1.315023163467902
20491,24721232,400,Portal,2.802698440511651
38928,114017825,570,Dota 2,1.438224659936597
22887,180901075,308580,Orborun,5.0
19,77980915,269290,liteCam Game 100 FPS Game Capture,5.0
8820,45292137,241560,The Crew,1.7451586507864354
31489,17352311,70,HalfLife,1.0042073628850483
33474,9946133,4000,Garrys Mod,1.7774955606099945
11323,121255383,440,Team Fortress 2,1.0119903289682417
37248,93644606,237310,Elsword,3.783110411749279
12570,55906572,9350,Supreme Commander,1.0122324159021423
9712,11403772,234390,Teleglitch Die More Edition,1.772277227722772
19476,50818751,200010,Quantum Conundrum,1.0547008547008554
28998,136866564,242700,Injustice Gods Among Us Ultimate Edition,1.262281603288797
